X,Y,OBJECTID,FOLIO,ID,NAME,ADDRESS,CITY,ZIPCODE,PHONE,CONTACT,CLASS,TOTACRE,TYPE,DEVELOP,MNGTAGCY,LAT,LON,POINT_X,POINT_Y,SOURCEGLOBALID,SOURCECREATIONDATE,SOURCECREATOR,SOURCEEDITDATE,SOURCEEDITOR,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE,GlobalID
-8938887.784,2988040.0045,312,3220240180010,202419,Miami Lakes Picnic Park East,6075 Miami Lakes Dr E,Miami Lakes,33014,305-698-9308,305-819-7768,Community/Neighborhood,2.09800026729,Local,Fully Developed,Miami Lakes,25.91082,-80.29939,886458.402282495,573891.921811573,A5237FFD-254D-4458-A651-0CB8C6411375,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:04+00,PROSM,2024/03/05 07:27:44+00,3c33ee44-0fac-400e-9f24-99946db5edf2
-8926052.2062,2982495.2822,313,1132060172360,320651,Constitution Park,9825 NE 7th Ave,Miami Shores,33138,305-758-8103, ,Community/Neighborhood,1,Local,Undeveloped,Miami Shores,25.86601,-80.18409,924461.895829163,557823.703291908,D26A247A-4439-4029-895F-209A35413037,2021/10/21 15:23:25+00,MiamiShoresPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:34+00,PROSM,2024/03/05 07:28:33+00,5a9eabd5-78ed-45c0-ba3d-b34f61dcdbbc
-8919933.95,2973979.6736,314,0232260010370,323452,Collins Park,2111 Miami Beach Dr,Miami Beach,33139,305-673-7730,305-673-7730,Community/Neighborhood,3,Local,Fully Developed,Miami Beach,25.79715,-80.12913,942701.328838412,532913.435199156,2C834C6E-18CF-4B15-B871-40D06B66FDB7,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:21+00,PROSM,2024/03/05 07:28:11+00,be405838-96e0-4e08-9e24-16cf760c6e15
-8927951.0779,2972705.9784,315,0131360580010,313655,Theodore Gibson Park Recreation,401 NW 12th St,Miami,33136,305-960-4646,LEWIS MAHONEY,Community/Neighborhood,9.53050912064,Local,Fully Developed,Miami,25.78685,-80.20115,919027.31778758,529018.736295655,E50F6545-2027-4346-90F7-7B5ED0305D83,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:30+00,PROSM,2024/03/05 07:28:25+00,20a280bd-2791-4ea1-89aa-36fa7f6d5c11
-8928973.5317,2971376.0837,316,0141380030690,410251,Henderson Park,971 NW 2nd St,Miami,33128,305-575-5010, ,Community/Neighborhood,3,Local,Fully Developed,Miami,25.77609,-80.21033,916028.384480994,525090.532209821,8726C871-D338-4F99-B498-1CCA362FF4E9,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:04+00,PROSM,2024/03/05 07:27:43+00,89991c38-2166-48b5-a292-ffe97b8137da
-8939525.1577,2986283.0021,317,0420250010261,202550,Hialeah - Miami Lakes Park,7977 W 12th Ave,Hialeah,33014,305-687-2650, ,Community/Neighborhood,23,Local,Fully Developed,Hialeah,25.89662,-80.30512,884603.657632411,568721.52434399,8ACC0C28-05C1-4245-9209-6C28F9C8AFF1,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:20+00,PROSM,2024/03/05 07:28:10+00,611e7a23-e594-4054-b73f-79502fbfd75e
-8919328.5113,2981468.6695,318,0232020040520,320254,North Shore Park / Tennis Center,501 72nd St,Miami Beach,33141,305-861-3616,305-861-3616,Single Purpose Park,8,Local,Fully Developed,Miami Beach,25.85771,-80.12369,944344.204161581,554935.342270739,8C9CFE92-3F3A-4583-9F45-159F3DA0D55C,2021/10/21 15:23:25+00,MiamiBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:45+00,PROSM,2024/03/05 07:28:49+00,6a45a66f-577d-4f0d-985c-fa4c9c3e64be
-8934641.4863,2962668.3722,319,0341290300020,,Cartagena Park,"401 SUNSET RD, CORAL GABLES, 33143",Coral Gables,33143,305-460-5620,Fabian Rodriguez,Neighborhood Park,0.77,Local,Fully Development,Coral Gables,25.70564,-80.26125,899256.059974865,499200.749118329,EC91B8B9-9D8E-4AEB-9C1D-60F6437DC06C,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/23 17:27:02+00,E327883@miamidade.gov_MDC,PROSM,2024/01/31 10:03:34+00,PROSM,2024/05/29 07:42:51+00,71fca0ad-f4bd-4da7-919d-b122d6fec777
-8924119.8232,2985347.2482,320,0622290830020,222951,Senator Gwen Margolis Community Center,1590 NE 123rd St,North Miami,33161,305-895-9840, ,Single Purpose Park,1,Local,Fully Developed,North Miami,25.88906,-80.16673,930117.062996496,566237.874127574,6204CED7-014A-438B-A89C-16E03AC198DC,2021/10/21 15:23:25+00,NorthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:13+00,PROSM,2024/03/05 07:27:57+00,bc6c1a92-4721-4ec3-a79d-b912af719958
-8920555.65,2984831.0526,321,, ,South Passive Park,94th St & E Broadview Dr,Bay Harbor Islands,33154,305-866-6241,,Community/Neighborhood,0.70835385575,Local,Open Space,Bay Harbor Islands,25.88489,-80.13471,940459.289687328,564705.983162493,F18F7717-5860-431B-AC89-5BC4ED5B3514,2021/10/21 15:23:25+00,BayHarborIslandsPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:41+00,PROSM,2024/03/05 07:28:43+00,052398fa-d483-469e-8939-2fdd9bbfd776
-8935348.8733,2981000.9095,322,0431050000100,310550,James H. Bright Park,"750 E 35TH ST, HIALEAH, FL, 33013",Hialeah,33013,305-687-2650,Kenneth Soler,Neighborhood Park,4,Local,Fully Developed,Hialeah,25.85393,-80.2676,897060.418914108,553380.157707728,A69EC257-D7B0-4FE0-A79F-E50BBC88EB4A,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:43+00,PROSM,2024/03/05 07:28:46+00,50c82562-9db7-4f63-bb08-1450e8c3d01a
-8919674.4281,2985125.3425,323,1222260060040, ,Bal Harbour Park Recreation Main Office,655 96th St,Bal Harbour,33154,305-993-7316,,Community/Neighborhood,0.35014195313,Local,Fully Developed,Bal Harbour,25.88726,-80.1268,943250.819865413,565671.40314766,C06B596F-E8FB-42F3-8B97-8AE87163D2E1,2021/10/21 15:23:25+00,BalHarbourPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:29+00,PROSM,2024/03/05 07:28:25+00,3de09d0a-c4de-45a3-92be-e6e7fabfe34a
-8943549.8619,2974650.6213,324,3530280200010,302801,Doral Central Park,3000 NW 87th Ave,Doral,33172,305-593-6600,305-593-6600,Community/Neighborhood,80,Local,Fully Developed,Doral,25.80258,-80.34127,872889.149893496,534480.22373224,AC9E1708-8D20-4711-812E-B59096C9536F,2021/10/21 15:23:25+00,DoralPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:31+00,PROSM,2024/03/05 07:28:27+00,f022db8a-ec4f-46ed-9ad5-fdf3047c31a5
-8934406.7729,2960961.4241,325,,,Leucadendra Drive Triangle,"331 LEUCADENDRA DR, CORAL GABLES, 33156",Coral Gables,33156,305-460-5620,Fabio Rodriguez,Neighborhood Park,0.25,Local,Open Space,Coral Gables,25.69182,-80.25914,900228.187381029,494516.874243278,F4B2097C-AE1D-4AA7-9C2D-4246839B61B0,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/23 17:41:16+00,E327883@miamidade.gov_MDC,PROSM,2024/01/31 10:03:30+00,PROSM,2024/05/29 07:42:53+00,390c8fda-df01-4f3f-b0c7-2bcf1a8d9252
-8926795.5941,2978589.2606,326,0132180200250,ITD37,Little Haiti Park,6301 NE 2nd Ave,Miami,33138,305-960-2933,Sabrina Jackson,Community/Neighborhood,7,Local,Fully Developed,Miami,25.83443,-80.19077,922336.582166411,546332.682638824,19C11362-53B7-446D-A9D1-2AE830F64830,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:30+00,PROSM,2024/03/05 07:28:25+00,26f16841-1b24-4bcf-9622-9955c463b91e
-8941198.0399,2953517.9319,327,3350220000860,502202,Coral Reef Park,7895 SW 152nd St,Palmetto Bay,33157,305-235-1593,305-235-1593,Community Park,51.3,Local,Fully Developed,Palmetto Bay,25.63155,-80.32015,880160.180626996,472351.928697743,7D942E54-7E58-4DC1-BABE-4DD6A10E325E,2021/10/21 15:23:25+00,PalmettoBayPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:19+00,PROSM,2024/03/05 07:28:07+00,21bfe44c-27f4-417e-893d-d8b48d8fbf14
-8927937.6501,2969764.342,328,0102080201010,411253,Triangle Park Miami,420 SW 11th St,Miami,33130,305-960-2946, ,Mini Park,1,Local,Fully Developed,Miami,25.76305,-80.20103,919119.459007494,520369.895981826,5C72ADAB-5244-47FA-BA9F-B086E52F5985,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:07+00,PROSM,2024/03/05 07:27:48+00,4a608e6f-a8e0-40ed-9987-91ea8c7d907e
-8936928.6486,2977314.3729,329,0431180010880,411252,Triangle Park Hialeah,290 Palm Ave,Hialeah,33010,305-687-2650,Kenneth Soler,Mini Park,1,Local,Fully Developed,Hialeah,25.82412,-80.28179,892415.840826914,542412.030375152,C7590A45-A100-4C04-8C7C-DD3E8AB59DCB,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:31+00,PROSM,2024/03/05 07:28:27+00,551e725d-33a1-42ea-b8ab-66e33c854fbb
-8930082.7814,2986246.8833,330,0621260000030,212650,Ben Franklin Park,13100 NW 12 Ave,North Miami,33168,305-895-9840, ,Community/Neighborhood,6,Local,Fully Developed,North Miami,25.89633,-80.2203,912489.965048663,568772.164662659,A98B15D6-8ABE-4C87-AC94-B1184395B9C1,2021/10/21 15:23:25+00,NorthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:23+00,PROSM,2024/03/05 07:28:14+00,644f0554-3d93-48ac-8893-143014077373
-8940932.2516,2987244.9387,331,3220230081580,202316,ML Tax Dist.- (p-31),7255 Poinciana Ct,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.90439,-80.31777,880433.49241633,571525.027595237,8FB412A5-ABA9-4941-947B-44C00878B1AA,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:35+00,PROSM,2024/03/05 07:28:34+00,852ff5d1-0822-4ed6-aa7c-1c0c6fa8c047
-8926463.1504,2981086.6446,332,1832070490490,320654,El Portal Tot Lot,500 NE 87th St,El Portal,33138,305-795-7880, ,Community/Neighborhood,0,Local,Fully Developed,El Portal,25.85462,-80.18778,923273.541906662,553677.390718408,09470B77-9866-48DD-AF1B-3530FF42CA31,2021/10/21 15:23:25+00,ElPortalPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:31+00,PROSM,2024/03/05 07:28:28+00,75da0f37-5c0c-4ae3-9b37-43a342a6dd36
-8919071.3496,2990404.5068,333,3122140000050,221450,Newport Fishing Pier,16501 Collins Ave,Sunny Isles Beach,33160,305-792-1706,305-792-1706,Special Tax,0.47647346019,Area-Wide,Fully Developed,Sunny Isles Beach,25.92992,-80.12138,944928.141970079,581188.189699322,6CAD0516-8BA1-4648-A629-57D923FB165C,2021/10/21 15:23:25+00,SunnyIslesBeachPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:29+00,PROSM,2024/03/05 07:28:24+00,ac456c9f-a6dd-445d-a338-fdd3f8827322
-8935719.4261,2967962.949,334,,,Balboa Plaza,"2405 De Soto Blvd, CORAL GABLES, 33134",Coral Gables,33134,305-460-5620,Fabio Rodriguez,Community Park,0.1,Local,Open Space,Coral Gables,25.74849,-80.27094,896238.574134349,514996.432169807,F0026CB0-28F3-4D21-82E5-90B419B4D367,2024/05/03 12:40:29+00,CoralGablesPark,2024/05/21 20:41:22+00,E327883@miamidade.gov_MDC,PROSM,2024/05/03 21:00:23+00,PROSM,2024/05/29 07:42:50+00,0f222808-ff0d-4c1c-a93e-c0d787862af7
-8924100.2921,2960710.7247,335,2452050010120,ITD62,Key Biscayne K-8 Center Field,601 Ridgewood Rd,Village Of Key Biscayne,33149,305-365-8900, ,Special Activity Park,1.78,Local,Fully Developed,Village Of Key Biscayne,25.68979,-80.16655,930633.151531246,493809.607567072,C769BCE4-A4E1-4A71-8465-65720BF08D94,2021/10/21 15:23:25+00,KeyBiscaynePark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:23+00,PROSM,2024/03/05 07:28:15+00,1e1fb9a1-578c-4512-bd8a-a87d5fc62efd
-8940306.1456,2987906.4647,336,3220230130090,202322,ML Tax Dist.- (p-39),6880 Miami Lakes Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Mini-Park-Open Space,Miami Lakes,25.90974,-80.31213,882272.212820247,573477.555842407,D7096EA3-0644-4CC6-B892-2451658BCE00,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:39+00,PROSM,2024/03/05 07:28:41+00,49d043c5-4f59-4b02-bddd-9802e210df0e
-8944707.6566,2975294.0746,337,3530280000010,,MAU Park,"3719 NW 97TH AVE, DORAL, FL, 33172",Doral,33172,305-593-6600,,Mini Park,0.68,Local,Fully Development,Doral,25.80779,-80.35168,869458.572603806,536354.006774541,41FBC3D6-5D47-429A-8939-230755C1C934,2021/10/21 15:23:25+00,DoralPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:00+00,PROSM,2024/03/05 07:27:37+00,f6c820c2-0277-4d57-bbda-f30de784719e
-8926606.5019,2970376.4005,338,0102100001040,420653,Brickell Park,501 Brickell Ave,Miami,33131,305-416-1361, ,Nature,2,Local,Fully Developed,Miami,25.76801,-80.18907,923044.050567746,522193.66562824,D2E92ECC-0D52-46A2-9771-25F9F79491C7,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:06+00,PROSM,2024/03/05 07:27:47+00,7e89b68e-f342-44ce-ac34-0f3f9320f598
-8920679.4518,2995833.4181,339,2812350290010,123553,Waterway Park,3301 NE 213th St,Aventura,33180,305-466-8008, ,Community/Neighborhood,1,Local,Fully Developed,Aventura,25.97377,-80.13582,940075.043736663,597095.51877699,0C352A3A-D9EC-487C-83FF-0AFF4D81CCC7,2021/10/21 15:23:25+00,AventuraPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:24+00,PROSM,2024/03/05 07:28:15+00,23688d32-193b-443e-87de-4bcb56bffc59
-8929638.0504,2969209.452,340, ,411151,Cuban Memorial Blvd Park,SW 13th Ave & SW 8th St,Miami,33135,305-960-2946, ,Mini-Park,4.72943657583,Local,Fully Developed,Miami,25.75857,-80.2163,914101.776457578,518708.023649409,A21E32CB-4D79-4B74-94F7-1743FBD14F95,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:06+00,PROSM,2024/03/05 07:27:46+00,1e08e29a-6398-4921-93a5-3b3dd186642f
-8928705.4088,2992908.3385,341,3421010133730,210101,Cloverleaf Park,301 NW 191st St,Miami Gardens,33169,305-622-8080, ,Community/Neighborhood,1,Local,Fully Developed,Miami Gardens,25.95015,-80.20792,916439.494551163,588358.557576403,5A0FFB06-E684-42DA-836E-FC9E63CACD44,2021/10/21 15:23:25+00,MiamiGardensPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:05+00,PROSM,2024/03/05 07:27:46+00,03925b56-5691-48d9-8e05-43fd94f0b6f8
-8940361.4295,2988657.7666,342,3220140091410,201405,ML Tax Dist.- (p-48),6850 Fern Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91581,-80.31263,882097.396896914,575683.132796071,58CE041A-8FB7-41FB-B4A4-AD154558F68A,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:21+00,PROSM,2024/03/05 07:28:12+00,3bd7540d-fad1-4986-8ce2-d43b6c159a6c
-8928155.2166,2985160.6548,343,0621250000110,212550,Rotary-Overbrook Shores Tot-Lot,200 NW 123 Street,North Miami,33168,305-895-9840, ,Mini-Park,0.41736880553,Local,Fully Developed,North Miami,25.88755,-80.20298,918201.979871329,565615.722812824,B93A54AC-DC4E-4C30-88F1-BEEF89B81FF7,2021/10/21 15:23:25+00,NorthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:41+00,PROSM,2024/03/05 07:28:43+00,63db73f6-1fb9-44c4-a424-c914a2eb2905
-8939184.9912,2986770.6608,344,3220240032740,202401,ML Tax Dist.- (p-02) Lake Patricia,6260 Lake Patricia Dr,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.90056,-80.30206,885600.62676708,570159.191088073,40C2C861-F07A-41CE-A2A8-1693F84F3BFF,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:05+00,PROSM,2024/03/05 07:27:45+00,ea680785-5d38-43a1-95ab-3221e0feeae2
-8923582.5455,2962152.6647,345,2442320010010, ,Calusa Park,6702 Crandon Blvd ,Village Of Key Biscayne,33149,305-365-8900,,Community/Neighborhood,9.23780409181,Local,Fully Developed,Village Of Key Biscayne,25.70146,-80.1619,932137.955280162,498061.737514243,6F99A734-B4D9-4054-9204-3C5CC0A5BA02,2017/03/31 19:47:29+00,KeyBiscaynePark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:17+00,PROSM,2024/03/05 07:28:04+00,f45614ea-6a49-49af-b6e5-2675fdffed8e
-8940002.10609999,2988960.5781,346,3220140091420,201406,ML Tax Dist.- (p-49),NW 67th Ave & N Miami Lakeway,Miami Lakes,331014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91826,-80.3094,883153.704167496,576577.978447326,90F7EEB0-25B8-48A5-B78E-7F844782E63A,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:34+00,PROSM,2024/03/05 07:28:33+00,5df43b70-5a2a-481b-be93-8009b4df8369
-8924037.2057,2987501.1872,347,0622200190400,413052,Jaycee Park North Miami,14195 NE 16th Ct,North Miami,33181,305-895-9840, ,Single Purpose Park,0,Local,Fully Developed,North Miami,25.90646,-80.16599,930320.846381579,572566.065539405,8BD0DA44-1346-44D5-BC3A-EEE2CDF228D6,2021/10/21 15:23:25+00,NorthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:28+00,PROSM,2024/03/05 07:28:22+00,654088ac-3519-4297-9bf9-aa268d116cfd
-8941625.19079999,2947468.6577,348,3660100070810,600300,Saga Lake Park,SW 198th St & SW 83rd Ave,Cutler Bay,33189,305-238-4166, ,Community/Neighborhood,5,Local,Fully Developed,Cutler Bay,25.58254,-80.32399,878986.730217997,454534.833098404,D5FF9123-7DE8-41C1-B525-AF3B6CFEA511,2021/10/21 15:23:25+00,CutlerBayPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:01+00,PROSM,2024/03/05 07:27:39+00,e56822a0-4592-4c79-8124-cb6a1f1ec333
-8939107.3129,2987111.1669,349,3220240050280,202408,ML Tax Dist.- (p-10),6271 Lake Champlain Ter,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.90331,-80.30136,885824.693904247,571160.506998822,DCE29BD8-ECB3-4511-84EB-F1AE7E6B49E6,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:01+00,PROSM,2024/03/05 07:27:39+00,d3cc40c4-d17a-4404-9943-469cabfe81e8
-8931017.2041,2966241.948,350,0141220011571,412250,David T. Kennedy Park,2400 S Bayshore Dr,Miami,33133,305-416-1133, ,Specialized,29,Local,Fully Developed,Miami,25.73455,-80.22869,910075.078802329,509956.81969516,E0DF3BCC-54E9-429B-B38F-3B2CA6321AB8,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:01+00,PROSM,2024/03/05 07:27:39+00,c50d7599-7cbf-4bb6-98c8-07c6b3efc0ad
-8941114.2044,2987947.549,351,3220230150540,202325,ML Tax Dist.- (p-43),NW 154th St & S Miami Lakeway,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.91007,-80.31939,879885.46989033,573585.76363124,6EB3F18D-D782-4863-BC4D-01FA0145F563,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:10+00,PROSM,2024/03/05 07:27:52+00,305f71c6-5d9f-4f04-aff2-5055bf5017e1
-8937812.7838,2961774.9731,352,0940360390020,ITD41,Van Smith Park,7800 SW 59th Ave,South Miami,33143,305-668-3876, ,Community/Neighborhood,1.1,Local,Undeveloped,South Miami,25.6984,-80.28974,890049.385257997,496703.877697155,6E8EEB9A-A010-4C2C-B378-BECC4D722794,2021/10/21 15:23:25+00,SouthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:22+00,PROSM,2024/03/05 07:28:13+00,a0573d2e-b0b5-4626-806b-fbb81982c6ac
-8925888.9893,2982523.4494,353,1132060172350,320653,Community Center Miami Shores,9617 Park Dr,Miami Shores,33138,305-758-8103, ,Community/Neighborhood,10,Local,Fully Developed,Miami Shores,25.86623,-80.18262,924943.530692663,557909.457057409,87E23CEB-69B7-46AC-8FC2-317A29DE9048,2021/10/21 15:23:25+00,MiamiShoresPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:27+00,PROSM,2024/03/05 07:28:21+00,0bb1a3ed-de8c-4f9d-b9cb-82a09c0fef24
-8938131.965,2984662.0478,354,0420360010011,203651,Earnest R. Graham Park Athletic Field,455 W 66Th St,Hialeah,33012,305-824-5721, ,Community/Neighborhood,8,Local,Fully Developed,Hialeah,25.88352,-80.2926,888743.750073995,563982.162431657,B2786B4D-DE09-466F-B775-7B79BDEBF0BD,2021/10/21 15:23:25+00,HialeahPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:16+00,PROSM,2024/03/05 07:28:02+00,fc701177-71b2-4c52-841c-755cd6bce713
-8928845.3087,2973055.7488,355,0131350680030,313553,Pine Heights Park,801 NW 15th St,Miami,33136,305-960-2946, ,Community/Neighborhood,0,Local,Fully Developed,Miami,25.78968,-80.20918,916377.796839911,530031.072853655,E266CAD2-51B0-4F5C-8AF2-566656DFC3A3,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:42+00,PROSM,2024/03/05 07:28:45+00,ac37f009-2801-4538-9c1e-aba14a287ebe
-8936487.71,2963394.176,356,0341300060010,,Jaycee Park,"1230 HARDEE RD, CORAL GABLES, 33146",Coral Gables,33146,305-460-5620,Fabio Rodriguez,Neighborhood Park,1.8,Local,Fully Development,Coral Gables,25.71151,-80.27783,893993.580034023,501493.414088821,3B3F0561-D8D7-46F5-A390-55C40D7E5103,2021/10/21 15:23:25+00,CoralGablesPark,2024/05/13 10:40:12+00,CoralGablesPark,PROSM,2024/01/31 10:03:29+00,PROSM,2024/05/14 15:56:45+00,bbf6a892-e7ea-4bac-96ad-5dfbd3a50bdd
-8928576.5109,2970665.7961,357,0102020301010,410152,Riverside Park,342 SW 7th Ave,Miami,33130,305-960-2946, ,Community/Neighborhood,3,Local,Fully Developed,Miami,25.77035,-80.20676,917214.655730497,523009.147593074,CEE32CF6-F72E-43D1-A3A8-8EAE59F7FE0C,2021/10/21 15:23:25+00,MiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:00+00,PROSM,2024/03/05 07:27:37+00,6abe53fb-8625-4a60-ae62-4108813e2e15
-8937477.5659,2961526.6431,358,0940360000520,ITD40,Dison Park,8021 SW 58th Ave,South Miami,33143,305-668-3876, ,Community/Neighborhood,0.6,Local,Undeveloped,South Miami,25.69639,-80.28672,891044.955773413,495978.613071576,E465AA50-B901-456C-9D07-1947DF2BD155,2021/10/21 15:23:25+00,SouthMiamiPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:23+00,PROSM,2024/03/05 07:28:14+00,b924b693-c291-48ef-a75c-fb8f830215e0
-8936498.2335,2976493.5543,359,0531190120290,311950,Deleon Park Triangle,De Leon Dr & Morningside Dr,Miami Springs,33166,305-805-5075,305-805-5075,Mini-Park,0.20333777036,Local,Fully Developed,Miami Springs,25.81748,-80.27793,893700.979004662,540006.546012908,EE74E08F-E0EA-4136-8D6B-C1134F0C78F1,2021/10/21 15:23:25+00,MiamiSpringsPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:30+00,PROSM,2024/03/05 07:28:26+00,50f3bfbe-25af-40ad-bef1-9502258bfbfe
-8939455.9029,2989415.6252,360,3220130042450,201304,ML Tax Dist.- (p-58),6349 Jack Rabbit Ln,Miami Lakes,33014,305-698-9308, ,Mini Park,0,Local,Undeveloped,Miami Lakes,25.92193,-80.3045,884759.382714663,577922.813684158,34538A55-6E92-49A6-A223-58CB4F8EFEEB,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:33+00,PROSM,2024/03/05 07:28:31+00,483c8421-3fbc-49d1-99f3-7d2a74050fb5
-8939712.9903,2987139.6608,361,3220240032790,202406,ML Tax Dist.- (p-07),14320 Lake Saranac Ave (Triangle),Miami Lakes,33014,305-698-9308, ,Mini Park,1,Local,Undeveloped,Miami Lakes,25.90354,-80.30681,884035.647285495,571234.704028904,77F81DCC-766A-4A5B-8133-CEC23DFADE63,2021/10/21 15:23:25+00,MiamiLakesPark,2024/01/31 09:47:15+00,e304239@miamidade.gov_MDC,PROSM,2024/01/31 10:03:39+00,PROSM,2024/03/05 07:28:41+00,0499f671-75f8-4d73-9316-83b1e12cbf4d
